"Animal","Year","Population_size_1000s","Red_in_perc","Ym_org_in_perc","Ym_upd_in_perc","DE_org_in_perc","DE_upd_in_perc","GE_org_in_MJ_per_head_per_day","GE_upd_in_MJ_per_head_per_day","Ch4_emission_org_in_kt_CRT","Ch4_emission_org_in_kt","Ch4_emission_upd_in_kt_Ym","CH4_Ym_in_kt_diff","CH4_emis_upd_in_kt_Ym_DE","CH4_Ym_De_in_kt_diff","CH4_Ym_and_Ym_DE_in_kt_diff"
"Non-dairy cattle",2011,78937.1571246066,10,6.07905846857382,5.47115262171644,66.4227012067327,67.0306070535901,154.487181992583,152.528951853384,4855.51882477846,4862.25743395029,4376.03169055526,486.22574339503,4320.56251158516,541.694922365131,55.469178970101
"Cattle",2012,95444.2795843382,10,6.08348966216156,5.4751406959454,66.195901857235,66.8042508234512,172.315165678413,170.108903685526,6386.99612278976,6566.27271725739,5909.64544553165,656.627271725738,5833.97575728568,732.296959971702,75.6696882459637
"Dairy cattle",2012,18586.7148155314,10,6.12104243023662,5.50893818721296,65.1906625002034,65.8027667432271,242.780890478708,239.580682549991,1640.54764975756,1811.63299232576,1630.46969309318,181.163299232576,1608.97771310628,202.655279219476,21.4919799869003
"Non-dairy cattle",2012,76857.5647688068,10,6.07440815414287,5.46696733872858,66.4390021598103,67.0464429752246,155.274210307623,153.308317492538,4746.4484730322,4754.63972493163,4279.17575243847,475.463972493162,4224.9980441794,529.641680752226,54.1777082590634
"Cattle",2013,94514.9760518977,10,6.07919408813677,5.47127467932309,66.2177137414369,66.8256331502506,173.1013292052,170.887634678046,6346.12796325711,6527.3796688559,5874.64170197031,652.737966885588,5799.50956174862,727.870107107281,75.1321402216927
"Dairy cattle",2013,18505.3118069965,10,6.11625785333924,5.50463206800532,65.1949015130877,65.8065272984216,244.050629039719,240.836524569331,1639.4524390003,1811.71475260828,1630.54327734745,181.171475260828,1609.06930509217,202.645447516111,21.4739722552831
"Non-dairy cattle",2013,76009.6642449012,10,6.07017054437261,5.46315348993535,66.4667275924207,67.073744646858,155.828013647646,153.857878911452,4706.67552425681,4715.66491624762,4244.09842462286,471.566491624761,4190.44025665645,525.22465959117,53.6581679664096
"Cattle",2014,93482.2964865342,10,6.07447265480763,5.46702538932686,66.249660540907,66.8571078063878,173.33876199283,171.125146285011,6275.23486640749,6459.79232072915,5813.81308865623,645.979232072916,5739.56352324859,720.228797480559,74.2495654076438
"Dairy cattle",2014,18516.5807545852,10,6.10928171563081,5.49835354406773,65.1919503254968,65.8028784970599,245.891758302958,242.656791527686,1650.98472244309,1824.41071360962,1641.96964224866,182.441071360962,1620.3677907863,204.042922823324,21.6018514623618
"Non-dairy cattle",2014,74965.715731949,10,6.06587479404647,5.45928731464182,66.5109156550264,67.117503134431,155.418124511461,153.456783184466,4624.2501439644,4635.38160711953,4171.84344640757,463.538160711953,4119.19573246229,516.185874657235,52.6477139452818
